"","agency_cd","site_no","station_nm","site_tp_cd","lat_va","long_va","coord_acy_cd","coord_datum_cd","dec_lat_va","dec_long_va","coord_acy_cd_1","dec_coord_datum_cd","state_cd","alt_va","alt_acy_va","alt_datum_cd","drain_area_va","peak_begin_date","peak_end_date","peak_count_nu"
"66","USGS",2415000,"HILLABEE CREEK NEAR HACKNEYVILLE AL","ST",330355,855241,"U","NAD27",33.06539786,-85.8780186,"U","NAD83",1,557.92,0.01,"NGVD29",190,"1/8/1953","1/24/2019",56
"67","USGS",2418230,"SOUGAHATCHEE CREEK AT CO RD 188 NR LOACHAPOKA, AL.","ST",323736,853517,"S","NAD27",32.62680015,-85.5880076,"S","NAD83",1,NA,NA,NA,71.3,"1/10/2000","1/3/2017",18
"68","USGS",2418760,"CHEWACLA CREEK AT CHEWACLA STATE PARK NR AUBURN","ST",323253,852850,"S","NAD27",32.5481918,-85.4805044,"S","NAD83",1,NA,NA,NA,45.8,"7/1/2003","6/17/2018",16
"69","USGS",2419000,"UPHAPEE CREEK NEAR TUSKEGEE AL","ST",322836,854142,"U","NAD27",32.4768045,-85.69495359,"U","NAD83",1,223.65,0.01,"NGVD29",333,"1929","12/29/2018",80
"70","USGS",2419500,"TALLAPOOSA RIVER AT MILSTEAD AL","ST",322656,855351,"U","NAD27",32.44902654,-85.897458,"U","NAD83",1,153.84,0.01,"NGVD29",3771,"1898-08-12","4/20/2019",31
"71","USGS",2419670,"CUBAHATCHEE CREEK AT US 80 NEAR SHORTER, AL","ST",322342,855820,"U","NAD83",32.395,-85.9722222,"U","NAD83",1,NA,NA,NA,122,"2/6/2016","2/6/2016",1
"72","USGS",2419790,"LINE CREEK ON MACON COUNTY RD, NR CECIL, AL","ST",321810,855716,"S","NAD83",32.30277778,-85.9544444,"S","NAD83",1,NA,NA,NA,103,"12/24/2015","12/24/2015",1
"73","USGS",2419890,"TALLAPOOSA RIVER NEAR MONT.-MONT. WATER WORKS","ST",322623,861144,"U","NAD27",32.43985898,-86.1955222,"U","NAD83",1,129.13,0.01,"NGVD29",4646,"2/26/1961","4/21/2019",48
"74","USGS",2419988,"ALABAMA RIVER AT MONTGOMERY AL","ST",322332.05,861855.46,"1","NAD83",32.3922361,-86.3154056,"1","NAD83",1,128,4.3,"NAVD88",15023,"2/26/1961","3/7/2020",50
"75","USGS",2420000,"ALABAMA RIVER NEAR MONTGOMERY, AL.","ST",322441,862430,"U","NAD27",32.41152597,-86.40830579,"U","NAD83",1,97.9,0.01,"NGVD29",15087,"1886-04-01","6/24/2017",91
"76","USGS",2421000,"CATOMA CREEK NEAR MONTGOMERY AL","ST",321826,861758,"U","NAD27",32.30736239,-86.2994126,"U","NAD83",1,151.02,0.01,"NGVD29",290,"11/28/1948","12/29/2018",68
"77","USGS",2421350,"ALABAMA RIVER AT ROBERT F HENRY LOCK AND DAM","ST",321930,864705,"S","NAD27",32.32513829,-86.7847045,"S","NAD83",1,0,0.1,"NGVD29",NA,"1/25/2001","2/17/2017",17
"78","USGS",2421351,"ALABAMA RIVER BL ROBERT F HENRY L&D NEAR BENTON,AL","ST",321920,864702,"U","NAD27",32.32236057,-86.7838712,"U","NAD83",1,0,0.1,"NGVD29",16233,"1/13/1972","6/24/2017",42
"79","USGS",2422500,"MULBERRY CREEK AT JONES AL","ST",323458,865413,"U","NAD27",32.5829103,-86.9035991,"U","NAD83",1,165.23,0.01,"NGVD29",203,"1938-04","5/30/2018",80
"80","USGS",2423000,"ALABAMA RIVER AT SELMA AL","ST",322420,870107,"U","NAD27",32.40569225,-87.0186007,"U","NAD83",1,61.8,0.01,"NGVD29",17095,"1886-04-08","3/8/2020",129
"81","USGS",2423110,"CAHABA RIVER NEAR TRUSSVILLE, ALA","ST",333956,863532,"S","NAD27",33.66565755,-86.592209,"S","NAD83",1,NA,NA,NA,12.5,"4/7/2014","12/28/2018",6
"82","USGS",2423130,"CAHABA RIVER AT TRUSSVILLE, AL.","ST",333720,863558,"U","NAD27",33.62232504,-86.599431,"U","NAD83",1,673.3,0.01,"NGVD29",19.7,"3/4/1989","12/28/2018",31
"83","USGS",2423160,"CAHABA RIVER NEAR WHITES CHAPEL AL","ST",333613,863257,"U","NAD27",33.60371416,-86.5491517,"U","NAD83",1,NA,NA,NA,50.8,"1/26/2012","12/28/2018",8
"84","USGS",2423380,"CAHABA RIVER NEAR MOUNTAIN BROOK AL","ST",332854,864246,"S","NAD27",33.4817724,-86.7127653,"S","NAD83",1,443.85,0.01,"NGVD29",140,"4/13/1979","12/28/2018",37
"85","USGS",2423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.","ST",333204,863345,"S","NAD27",33.53454886,-86.5624847,"S","NAD83",1,595.5,3,"NGVD29",17,"1/26/1996","4/14/2019",23
"86","USGS",2423400,"LITTLE CAHABA RIVER NR JEFFERSON PARK, AL.","ST",332959,863651,"S","NAD27",33.4998273,-86.6141521,"S","NAD83",1,556.43,0.01,"NGVD29",24.4,"1/19/1987","12/28/2018",26
"87","USGS",2423414,"LITTLE CAHABA RIVER AT CAH BEA RD NR CAHABA HTS AL","ST",332623,864156,"S","NAD27",33.43982948,-86.6988758,"S","NAD83",1,NA,NA,NA,47,"8/6/2004","12/28/2018",16
"88","USGS",2423425,"CAHABA RIVER NEAR CAHABA HEIGHTS AL","ST",332456,864423,"U","NAD27",33.4156637,-86.7397099,"U","NAD83",1,410,0.01,"NGVD29",201,"3/16/1976","12/28/2018",33
"89","USGS",2423496,"CAHABA RIVER NEAR HOOVER, AL","ST",332209,864703,"U","NAD27",33.3692767,-86.7841551,"U","NAD83",1,379.56,0.01,"NGVD29",226,"3/5/1989","12/28/2018",31
"90","USGS",2423500,"CAHABA RIVER NEAR ACTON AL","ST",332148,864847,"U","NAD27",33.36344373,-86.8130446,"U","NAD83",1,375,0.01,"NGVD29",230,"2/28/1939","12/29/2018",57
"91","USGS",242354650,"CAHABA VALLEY CR AT INDIAN TRAIL RD NR INDIAN SPRS","ST",332041.4,864533.95,"1","NAD27",33.3449441,-86.7594183,"1","NAD83",1,NA,NA,NA,14.3,"--","--",0
"92","USGS",242354750,"CAHABA VALLEY CREEK AT CROSS CR RD AT PELHAM, AL.","ST",331848,864823,"S","NAD27",33.31344546,-86.8063775,"S","NAD83",1,NA,NA,NA,25.6,"1/31/1999","12/28/2018",21
"93","USGS",2423555,"CAHABA RIVER NEAR HELENA AL","ST",331704,865257,"U","NAD27",33.28455786,-86.8824901,"U","NAD83",1,356.85,0.01,"NGVD29",335,"2/22/1961","12/28/2018",38
"94","USGS",2423571,"SHADES CREEK AT ELDER ST NEAR SPRINGDALE AL","ST",333115,864301,"U","NAD27",33.52093809,-86.7169325,"U","NAD83",1,693,0.01,"NGVD29",9.46,"--","--",0
"95","USGS",2423586,"SHADES CREEK NR HOMEWOOD, ALA","ST",332655,864849,"U","NAD27",33.4487185,-86.8136007,"U","NAD83",1,NA,NA,NA,27.1,"4/3/2001","12/28/2018",9
"96","USGS",2423630,"SHADES CREEK NEAR GREENWOOD AL","ST",331934,865659,"U","NAD27",33.3262234,-86.9497141,"U","NAD83",1,478.37,0.01,"NGVD29",72.3,"2/12/1965","12/28/2018",39
"97","USGS",2423647,"CAHABA RIVER NEAR WEST BLOCTON AL","ST",330553,870317,"U","NAD27",33.09817509,-87.054716,"U","NAD83",1,240,0.01,"NGVD29",593,"3/16/1976","6/24/2017",9
"98","USGS",2424000,"CAHABA RIVER AT CENTREVILLE AL","ST",325642,870821,"S","NAD27",32.9451238,-87.1391623,"S","NAD83",1,180.74,0.01,"NGVD29",1027,"3/28/1902","12/28/2018",110
"99","USGS",2424590,"CAHABA RIVER NEAR SUTTLE, AL.","ST",323145,871156,"U","NAD27",32.5293002,-87.198884,"U","NAD83",1,97.64,0.01,"NGVD29",1480,"3/12/1951","12/31/2018",34
"100","USGS",2425000,"CAHABA RIVER NEAR MARION JUNCTION AL","ST",322638,871049,"U","NAD27",32.44402456,-87.1802715,"U","NAD83",1,86.72,0.01,"NGVD29",1766,"1938-04","1/1/2019",68
"101","USGS",2427250,"PINE BARREN CREEK NEAR SNOW HILL, AL.","ST",315946,870406,"U","NAD27",31.99625809,-87.0683187,"U","NAD83",1,126.6,0.01,"NGVD29",261,"3/17/1990","12/29/2018",30
"102","USGS",2427506,"ALABAMA RIVER BELOW MILLERS FERRY L&D NR CAMDEN AL","ST",320600,872352,"U","NAD27",32.10014534,-87.39777319,"U","NAD83",1,0,0.01,"NGVD29",20637,"1/15/1972","6/25/2017",42
"103","USGS",2427830,"PURSLEY CREEK ABOVE ESTELLE, AL","ST",315628,871112,"S","NAD27",31.9412602,-87.1866538,"S","NAD83",1,NA,NA,NA,21.7,"9/7/2009","1/7/2017",9
"104","USGS",2428400,"ALABAMA RIVER AT CLAIBORNE L&D NEAR MONROEVILLE","ST",313654,873302,"S","NAD27",31.61515849,-87.550548,"S","NAD83",1,0,0.1,"NGVD29",21473,"4/6/1976","6/27/2017",42
"105","USGS",2428401,"ALABAMA RIVER BEL CLAIB. L&D NR MONROEVILLE, AL.","ST",313648,873302,"S","NAD27",31.61349189,-87.550548,"S","NAD83",1,0,0.1,"NGVD29",21473,"1/18/1972","6/27/2017",46
"106","USGS",2438000,"BUTTAHATCHEE RIVER BELOW HAMILTON AL","ST",340622,875922,"S","NAD27",34.10621294,-87.9894765,"S","NAD83",1,360.5,0.1,"NGVD29",277,"3/29/1951","2/20/2019",68
"107","USGS",2444160,"TOMBIGBEE RIVER AT BEVILL L&D NR PICKENSVILLE, AL","ST",331238,881719,"S","NAD27",33.21067874,-88.2886454,"S","NAD83",1,0,0.01,"NGVD29",5750,"4/2/1981","4/4/2017",37
"108","USGS",2444161,"TOMBIGBEE RIVER BEL BEVIL L&D NR PICKENSVILLE, AL.","ST",331237,881719,"S","NAD27",33.21040097,-88.2886454,"S","NAD83",1,NA,NA,NA,5750,"9/29/1999","4/4/2017",19
"109","USGS",2446500,"SIPSEY RIVER NR ELROD, AL","ST",331525,874635,"U","NAD27",33.25706249,-87.7764022,"U","NAD83",1,197.81,0.01,"NGVD29",528,"11/17/1929","12/31/2018",76
"110","USGS",2447025,"TOMBIGBEE R AT HEFLIN L&D NR GAINESVILLE, AL","ST",325053,880922,"U","NAD27",32.8481856,-88.1561363,"U","NAD83",1,0,0.01,"NGVD29",7230,"5/16/1978","4/4/2017",40
"111","USGS",2447026,"TOMBIGBEE R BLW HEFLIN L&D NR GAINESVILLE, ALA","ST",325108,880915,"U","NAD27",32.85235218,-88.1541918,"U","NAD83",1,0,0.01,"NGVD29",7230,"9/30/1999","4/4/2017",19
"112","USGS",2448500,"NOXUBEE RIVER NR GEIGER, AL","ST",325557,881752,"U","NAD27",32.9326287,-88.2978103,"U","NAD83",1,86.08,0.01,"NGVD29",1097,"7/10/1940","12/29/2018",76
"113","USGS",2448900,"BODKA CREEK NEAR GEIGER, AL.","ST",324825,881843,"U","NAD27",32.80707585,-88.3119761,"U","NAD83",1,104.78,0.01,"NGVD29",158,"2/20/1991","12/28/2018",29
"114","USGS",2449838,"DUCK RIVER ABOVE HWY 278 NEAR BERLIN, AL","ST",341021,864138,"S","NAD83",34.1725,-86.69388889,"S","NAD83",1,NA,NA,NA,37.1,"12/1/2015","12/1/2015",1
"115","USGS",2449882,"BLUE SPRINGS CREEK NEAR BLOUNTSVILLE, AL.","ST",340447,863628,"U","NAD27",34.0798198,-86.60777,"U","NAD83",1,650,10,"NGVD29",13,"1/12/1993","12/28/2018",27
"116","USGS",2450000,"MULBERRY FORK NEAR GARDEN CITY, AL.","ST",340043,864412,"U","NAD27",34.01204356,-86.73666329,"U","NAD83",1,380.54,0.01,"NGVD29",358,"3/14/1929","1/4/2015",85
"117","USGS",2450180,"MULBERRY FORK NEAR ARKADELPHIA, AL.","ST",335219,865520,"U","NAD27",33.87204689,-86.9222211,"U","NAD83",1,270.23,0.01,"NGVD29",487,"3/13/1977","12/29/2018",40
"118","USGS",2450250,"SIPSEY FORK NEAR GRAYSON AL","ST",341707,872356,"U","NAD27",34.28537757,-87.3989084,"U","NAD83",1,540,0.01,"NGVD29",92.1,"12/9/1966","2/20/2019",53
"119","USGS",2450825,"CLEAR C AT NEW HOPE CHURCH NR POPLAR SPRINGS, AL.","ST",340452,872522,"U","NAD27",34.08121506,-87.422793,"U","NAD83",1,NA,NA,NA,101,"1946","2/24/2019",30
"120","USGS",2453000,"BLACKWATER CREEK NEAR MANCHESTER AL","ST",335430,871525,"U","NAD27",33.90843985,-87.2569514,"U","NAD83",1,401.04,0.01,"NGVD29",181,"2/28/1939","2/24/2019",67
"121","USGS",2453500,"MULBERRY FORK AT CORDOVA AL","ST",334527,871013,"U","NAD27",33.75760677,-87.1702791,"U","NAD83",1,243.6,0.01,"NGVD29",1916,"1/12/1901","12/28/2018",60
"122","USGS",2454055,"LOST CREEK ABOVE PARRISH, AL.","ST",334430,871937,"U","NAD27",33.7417756,-87.3269483,"U","NAD83",1,NA,NA,NA,143,"1/12/1993","12/29/2018",27
"123","USGS",2455000,"LOCUST FORK NEAR CLEVELAND, AL.","ST",340128,863427,"U","NAD27",34.02454235,-86.5741573,"U","NAD83",1,536.94,0.01,"NGVD29",303,"8/1/1941","12/28/2018",79
